LoanSK,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status
1719,1827,43625.23,Personal,5.52,12,Rejected
1720,1828,25631.5,Mortgage,2.57,36,Closed
1721,1829,4804.63,Personal,7.06,24,Closed
1722,1830,11168.98,Mortgage,8.98,48,Closed
1723,1831,6372.34,Personal,2.44,36,Rejected
1724,1832,14604.03,Auto,1.06,24,Approved
1725,1833,9100.28,Mortgage,7.66,48,Closed
1726,1834,35885.59,Auto,6.4,12,Approved
1727,1835,33311.89,Personal,5.53,36,Closed
1728,1836,7618.86,Mortgage,5.1,24,Closed
1729,1837,22804.55,Personal,5.48,36,Closed
1730,1838,15496.24,Mortgage,4.37,60,Closed
1731,1839,17523.58,Auto,1.74,36,Approved
1732,1840,29223.01,Personal,7.98,48,Approved
1733,1841,45035.76,Mortgage,5.21,60,Rejected
1734,1842,44968.93,Auto,8.42,48,Closed
1735,1843,21238.05,Auto,9.84,12,Approved
1736,1844,20266.56,Auto,2.55,60,Approved
1737,1845,26380.82,Personal,8.14,60,Approved
1738,1847,4027.47,Auto,7.52,24,Rejected
1739,1848,29358.72,Mortgage,3.21,36,Closed
1740,1849,29651.89,Personal,9.07,12,Closed
1741,1850,23066.53,Personal,8.14,12,Closed
1742,1851,21284.27,Personal,5.04,24,Approved
1743,1852,47008.34,Auto,6.15,48,Closed
1744,1853,30440.38,Mortgage,7.5,12,Rejected
1745,1855,47738.21,Mortgage,9.34,24,Approved
1746,1856,40694.98,Personal,9.89,60,Approved
1747,1857,47206,Personal,3.97,36,Closed
1748,1858,38205.39,Mortgage,7.44,48,Rejected
1749,1859,9335.91,Mortgage,4.79,48,Approved
1750,1860,12119.59,Mortgage,1.25,24,Closed
1751,1861,10500.87,Auto,9.63,60,Rejected
1752,1862,16784.18,Mortgage,2.28,60,Approved
1753,1863,18394.65,Mortgage,1.67,24,Approved
1754,1864,40747.92,Mortgage,8.53,24,Closed
1755,1865,18681.75,Mortgage,1.3,24,Approved
1756,1866,36633.72,Mortgage,7.19,60,Approved
1757,1867,45287.02,Mortgage,9.37,48,Closed
1758,1868,6613.12,Mortgage,4.66,48,Approved
1759,1869,1012.8,Personal,1.62,36,Approved
1760,1870,44544.27,Mortgage,2.96,48,Approved
1761,1871,12674.55,Mortgage,9.53,24,Approved
1762,1872,8518.45,Mortgage,5.19,36,Closed
1763,1873,15465.23,Mortgage,5.87,12,Closed
1764,1874,10115.28,Mortgage,2.4,60,Closed
1765,1875,39888.95,Personal,9.26,36,Rejected
1766,1876,32090.89,Auto,5.65,12,Approved
1767,1877,9197.91,Mortgage,5.76,24,Approved
1768,1878,29594.62,Personal,6.18,48,Rejected
1769,1879,11196.46,Auto,7.91,48,Rejected
1770,1880,10680.24,Mortgage,2.83,36,Rejected
1771,1881,30176.9,Personal,9.48,12,Approved
1772,1882,33569.66,Auto,2.58,48,Rejected
1773,1883,17963.9,Auto,2.78,24,Closed
1774,1884,38406.97,Auto,1.11,12,Rejected
1775,1885,42023.51,Auto,1.18,12,Closed
1776,1886,45900.87,Auto,4.86,48,Rejected
1777,1887,31676.94,Personal,2.65,36,Closed
1778,1888,11781.22,Mortgage,2.91,36,Approved
1779,1889,37674.78,Auto,9.89,36,Approved
1780,1890,6284.45,Personal,9.36,48,Closed
1781,1891,9879.53,Mortgage,3.9,60,Closed
1782,1892,41806.62,Personal,4.09,24,Rejected
1783,1893,45630.64,Personal,3.63,24,Closed
1784,1894,4269.14,Auto,8.94,36,Approved
1785,1895,16293.96,Mortgage,1.88,36,Approved
1786,1896,31829.7,Personal,6.26,24,Approved
1787,1897,46993.74,Mortgage,2.68,48,Rejected
1788,1898,28965.55,Auto,7.82,12,Rejected
1789,1899,41228.64,Mortgage,6.68,24,Rejected
1790,1900,46215,Auto,4.49,24,Closed
1791,1901,26433.1,Personal,1.88,12,Closed
1792,1902,37282.03,Mortgage,7.91,12,Rejected
1793,1903,33458.23,Mortgage,1.69,60,Closed
1794,1904,33896.75,Auto,3.46,24,Rejected
1795,1905,26336.27,Auto,3.28,12,Rejected
1796,1906,31536.39,Mortgage,6.21,24,Closed
1797,1907,28164.35,Personal,5.62,12,Approved
1798,1908,32249.41,Personal,3.52,36,Closed
1799,1909,25754.69,Personal,4.87,36,Rejected
1800,1911,34987.3,Auto,6.16,24,Approved
1801,1912,19817.55,Auto,9.08,24,Closed
1802,1913,7259.33,Personal,2.28,24,Rejected
1803,1914,42714.89,Personal,6.02,48,Approved
1804,1915,9886,Mortgage,1.17,36,Closed
1805,1916,27494.74,Auto,7.28,12,Closed
1806,1917,36334.75,Personal,6.76,60,Closed
1807,1918,32737.42,Personal,7.25,48,Rejected
1808,1919,8882.12,Mortgage,5.27,24,Rejected
1809,1920,10512.77,Personal,2.68,36,Approved
1810,1921,8293.55,Mortgage,5.03,48,Approved
1811,1923,14880.4,Personal,4.43,12,Approved
1812,1924,26682.78,Personal,8.55,60,Rejected
1813,1925,9474.59,Mortgage,4.05,48,Rejected
1814,1926,48572.1,Mortgage,6.33,60,Rejected
1815,1927,35242.69,Personal,3.35,48,Rejected
1816,1928,29588.29,Auto,2.21,36,Approved
1817,1929,34389.51,Personal,5.69,24,Rejected
1818,1930,22361.55,Mortgage,1.32,36,Rejected
1819,1931,24025.5,Auto,9.14,24,Approved
1820,1932,44544.58,Personal,7.99,24,Rejected
1821,1933,36375.03,Auto,9.98,24,Closed
1822,1934,29821.16,Mortgage,9.94,36,Approved
1823,1935,47560.42,Mortgage,7.56,36,Rejected
1824,1936,33469.42,Mortgage,7.99,60,Approved
1825,1937,20535.81,Personal,5.75,48,Rejected
1826,1938,3325.44,Auto,2.97,24,Closed
1827,1939,20143.13,Auto,8.28,12,Rejected
1828,1940,46315.48,Mortgage,3.43,12,Closed
1829,1941,3187.84,Personal,6.85,24,Closed
1830,1942,10043.57,Mortgage,7.58,48,Closed
1831,1943,40628.63,Mortgage,6.08,36,Approved
1832,1944,18882.79,Personal,6.96,60,Closed
1833,1946,40967.59,Auto,7.84,48,Closed
1834,1947,28363.54,Personal,9.49,36,Approved
1835,1948,27874.71,Personal,5.36,24,Closed
1836,1949,15395.46,Mortgage,2.09,36,Closed
1837,1950,34081.6,Personal,6.58,36,Rejected
1838,1951,43229.48,Mortgage,4.07,36,Closed
1839,1952,37760.06,Mortgage,4.77,60,Approved
1840,1953,31008.88,Mortgage,2.36,12,Rejected
1841,1954,18175.46,Mortgage,6.63,12,Approved
1842,1955,42885.38,Auto,8.09,60,Rejected
1843,1956,28739.27,Mortgage,7.9,48,Closed
1844,1957,44589.65,Personal,9.94,36,Closed
1845,1959,33060.48,Mortgage,9.23,60,Closed
1846,1960,46824.26,Mortgage,7.59,36,Approved
1847,1961,19330.2,Auto,7.37,36,Closed
1848,1962,47612.05,Mortgage,7.15,12,Rejected
1849,1963,20230.64,Mortgage,5.85,60,Closed
1850,1964,22446.71,Personal,4.41,24,Approved
1851,1965,40515.92,Auto,9.49,60,Approved
1852,1966,13777.81,Personal,2.36,24,Closed
1853,1967,35587.78,Mortgage,2.58,36,Closed
1854,1968,15621.07,Personal,1.15,24,Closed
1855,1970,39022.08,Auto,9.05,24,Approved
1856,1971,2280.83,Auto,2.67,12,Rejected
1857,1972,5335.38,Auto,1.31,60,Closed
1858,1973,46784.34,Personal,3.2,12,Approved
1859,1974,40975.65,Auto,8.95,48,Closed
1860,1975,43973.47,Personal,1.15,60,Closed
1861,1976,22508.14,Personal,1.91,60,Rejected
1862,1977,36101.24,Mortgage,1.22,24,Rejected
1863,1978,49915.49,Personal,9.49,36,Approved
1864,1979,22194.03,Mortgage,2.22,24,Rejected
1865,1980,42492.21,Personal,9.1,60,Approved
1866,1981,4884.87,Mortgage,5.26,12,Closed
1867,1982,27649.27,Auto,4.55,36,Approved
1868,1983,17328.75,Mortgage,4.84,24,Rejected
1869,1984,26631.43,Personal,4.77,12,Approved
1870,1985,6589.65,Mortgage,4.08,24,Closed
1871,1986,19016.41,Mortgage,8.3,60,Closed
1872,1987,4749.96,Auto,5.57,24,Closed
1873,1988,23201.56,Mortgage,9.92,12,Approved
1874,1989,22647.95,Auto,5.66,12,Closed
1875,1990,17155.8,Mortgage,8.37,12,Rejected
1876,1991,47467.29,Mortgage,7.71,24,Approved
1877,1992,5063.74,Personal,4.61,60,Approved
1878,1993,41419.05,Personal,8.1,48,Closed
1879,1994,18391.43,Auto,2.39,48,Rejected
1880,1995,10766.37,Auto,2.83,48,Approved
1881,1996,14355.39,Personal,6.57,36,Approved
1882,1997,45192.8,Auto,7.4,60,Approved
1883,1998,41420.03,Personal,6.79,60,Closed
1884,1999,1772.12,Mortgage,5.58,36,Rejected
1885,2000,8219.14,Auto,2.24,48,Approved
1886,2001,34076.33,Mortgage,4.35,48,Rejected
1887,2002,16553.29,Personal,6.44,36,Closed
1888,2003,46037.91,Auto,3.03,12,Closed
1889,2004,39538.58,Auto,6.74,60,Rejected
1890,2005,43876.9,Auto,3.11,48,Rejected
1891,2006,10450.65,Auto,1.88,48,Closed
1892,2007,8384.56,Mortgage,3.92,36,Rejected
1893,2008,46664.57,Auto,3.45,24,Rejected
1894,2009,20805.51,Auto,8.29,60,Approved
1895,2010,21370.12,Auto,5.35,60,Rejected
1896,2011,34543.96,Auto,1.58,60,Closed
1897,2012,20475.1,Personal,8.34,12,Closed
1898,2013,43884.38,Mortgage,3.42,24,Closed
1899,2014,47994.67,Personal,6.11,60,Rejected
1900,2015,17293.43,Mortgage,5.87,12,Rejected
1901,2016,11194.83,Auto,9.74,12,Approved
1902,2017,4689.98,Auto,3.29,12,Approved
1903,2018,11503.78,Personal,2.31,60,Rejected
1904,2019,7832.83,Mortgage,3.33,60,Rejected
1905,2020,2426.9,Auto,6.19,36,Rejected
1906,2022,25958.82,Mortgage,4.06,24,Closed
1907,2023,35681.9,Mortgage,6.92,36,Closed
1908,2024,49179.65,Mortgage,2.05,60,Approved
1909,2025,8628.34,Personal,9.51,36,Rejected
1910,2026,35213.26,Auto,5.79,24,Rejected
1911,2027,28145.85,Auto,5.35,60,Approved
1912,2028,24428.15,Auto,4.27,48,Closed
1913,2029,36370.18,Mortgage,3.21,48,Approved
1914,2030,12694.11,Mortgage,5.35,48,Closed
1915,2031,16253.3,Mortgage,5.38,24,Approved
1916,2032,19845.95,Mortgage,1.51,24,Approved
1917,2033,9937.41,Personal,8.63,60,Closed
1918,2034,24452.45,Mortgage,8.39,48,Rejected
1919,2035,7461.46,Mortgage,5.03,12,Approved
1920,2036,16589.01,Mortgage,4.03,36,Approved
1921,2037,6544.95,Mortgage,5.49,48,Rejected
1922,2038,2758.27,Personal,2.99,48,Closed
1923,2039,18405.29,Mortgage,1.01,48,Approved
1924,2040,31259.97,Auto,4.19,48,Rejected
1925,2041,8442.62,Mortgage,1.16,60,Rejected
1926,2042,49679.4,Personal,1.37,36,Rejected
1927,2045,2373.68,Mortgage,2.29,48,Approved
1928,2046,33661.86,Personal,3.29,12,Rejected
1929,2047,33823.65,Mortgage,5.41,60,Rejected
1930,2048,45232.44,Personal,5.76,12,Rejected
1931,2049,5451.22,Mortgage,2.1,48,Closed
1932,2050,19442.06,Mortgage,9.19,36,Approved
1933,2051,44574.38,Mortgage,3.08,60,Rejected
1934,2052,40086.19,Personal,9.48,12,Approved
1935,2053,12439.04,Auto,3.31,12,Closed
1936,2054,44608.4,Mortgage,1.02,36,Closed
1937,2056,13951.53,Mortgage,5.35,24,Approved
1938,2057,3196.39,Mortgage,8.91,12,Rejected
1939,2058,25374.72,Personal,7.61,60,Approved
1940,2059,35940.8,Mortgage,2.61,24,Approved
1941,2060,14163.56,Personal,8.61,60,Rejected
1942,2062,4688.78,Mortgage,5.57,12,Approved
1943,2063,42259.21,Mortgage,3.29,24,Approved
1944,2064,3681.84,Personal,4.25,36,Rejected
1945,2065,30860.78,Personal,7.81,36,Approved
1946,2066,38398.92,Auto,7.15,48,Rejected
1947,2067,39243.61,Personal,4.96,48,Rejected
1948,2068,33031.3,Mortgage,1.41,24,Closed
1949,2069,32987,Personal,1.36,12,Rejected
1950,2070,24230.5,Mortgage,7.32,12,Closed
1951,2071,21418.64,Auto,9.54,36,Approved
1952,2073,27232.33,Mortgage,2.1,36,Rejected
1953,2074,4480.46,Mortgage,2.09,24,Approved
1954,2075,23941.66,Mortgage,6.49,36,Approved
1955,2076,36814.14,Mortgage,6.92,36,Approved
1956,2077,22700.29,Auto,6.55,48,Approved
1957,2078,25905.87,Mortgage,8.97,48,Rejected
1958,2079,42268.09,Personal,3.08,12,Closed
1959,2080,32682.53,Auto,2.55,12,Closed
1960,2082,27603.92,Auto,7.5,36,Approved
1961,2083,18864.19,Personal,7.41,36,Approved
1962,2084,11134.8,Auto,4.02,60,Approved
1963,2085,32750.47,Auto,6.65,24,Closed
1964,2086,19938.66,Mortgage,7.54,60,Approved
1965,2087,38598.04,Mortgage,6.4,24,Rejected
1966,2088,29738.54,Mortgage,7.63,48,Closed
1967,2089,6108.57,Mortgage,6.31,36,Rejected
1968,2090,18167.11,Personal,9.84,60,Approved
1969,2091,14222.3,Personal,5.43,36,Approved
1970,2092,8348.66,Auto,1.11,60,Approved
1971,2093,40210.76,Personal,2.47,12,Closed
1972,2094,19547.91,Mortgage,9.68,24,Rejected
1973,2096,44218.59,Auto,2.08,36,Closed
1974,2097,27607.32,Personal,2.4,48,Closed
1975,2098,13645.95,Auto,1.26,48,Rejected
1976,2099,39743.56,Auto,3.04,12,Closed
1977,2100,22351.99,Mortgage,9.88,60,Closed
1978,2101,28627.99,Auto,3.96,12,Closed
1979,2102,45202.08,Auto,3.25,48,Approved
1980,2103,24974.48,Mortgage,7.01,12,Approved
1981,2104,17400.02,Auto,7.07,24,Approved
1982,2105,36642.29,Personal,9.71,12,Rejected
1983,2106,7541.52,Personal,7.57,60,Closed
1984,2107,45772.49,Personal,1.99,36,Approved
1985,2108,45861.77,Auto,9.87,12,Rejected
1986,2110,8560.5,Mortgage,3.33,60,Rejected
1987,2111,23152.46,Auto,3.35,24,Closed
1988,2112,21741.95,Auto,9.64,60,Closed
1989,2113,15617.37,Personal,2.73,48,Closed
1990,2114,9579.91,Personal,3.05,48,Approved
1991,2115,13921.08,Auto,4.23,36,Rejected
1992,2116,28220.9,Mortgage,7.12,36,Closed
1993,2117,34599.63,Personal,4.87,60,Rejected
1994,2118,49000.21,Auto,3.8,24,Rejected
1995,2119,11572.16,Mortgage,3.41,24,Rejected
1996,2120,10996.8,Mortgage,2.13,12,Closed
1997,2121,6734.63,Auto,5.92,48,Closed
1998,2122,47010.68,Personal,3.46,12,Closed
1999,2124,46275.06,Mortgage,1.07,48,Closed
2000,2125,44582.34,Mortgage,5.78,24,Closed
2001,2126,3154.81,Personal,7.27,48,Closed
2002,2127,14708.79,Auto,9.35,36,Closed
2003,2128,15823.62,Mortgage,2.77,48,Approved
2004,2129,14590.01,Personal,9.27,36,Rejected
2005,2130,21841.45,Personal,4.25,24,Rejected
2006,2132,38151.77,Personal,9.07,48,Closed
2007,2133,14117.44,Mortgage,9.65,60,Closed
2008,2134,15638.59,Personal,3.93,36,Approved
2009,2135,30331.68,Auto,3.34,48,Rejected
2010,2136,9784.18,Personal,4.96,24,Approved
2011,2137,24186.45,Auto,5.99,48,Closed
2012,2138,13298.27,Auto,7.22,24,Rejected
2013,2139,10701.51,Mortgage,7.23,36,Approved
2014,2140,39987,Personal,2.05,60,Rejected
2015,2141,35649.02,Auto,6.51,12,Closed
2016,2142,13240.82,Mortgage,2.51,12,Closed
2017,2143,21343.5,Personal,7.4,48,Closed
2018,2144,8556.98,Auto,9.79,60,Approved
2019,2146,29675.79,Personal,7.25,12,Rejected
2020,2147,18814.63,Mortgage,1.7,60,Rejected
2021,2148,11155.31,Mortgage,2.66,60,Approved
2022,2149,6615.7,Mortgage,4.2,36,Approved
2023,2150,34321.36,Personal,9.4,12,Approved
2024,2151,14301.54,Auto,3.98,36,Rejected
2025,2152,45462.06,Personal,8.32,60,Approved
2026,2153,10447.48,Personal,1.93,12,Approved
2027,2154,12944.98,Mortgage,6.96,24,Rejected
2028,2155,42735,Personal,8.01,48,Approved
2029,2156,29049.11,Auto,5.89,60,Closed
2030,2157,6310.55,Mortgage,7.9,24,Rejected
2031,2158,27923.55,Personal,7.51,48,Approved
2032,2159,16098.27,Auto,5.29,12,Rejected
2033,2160,37110.14,Personal,8.79,24,Closed
2034,2161,4811.72,Mortgage,4.07,24,Rejected
2035,2162,45976.39,Personal,4.83,48,Closed
2036,2163,24431.92,Auto,5.86,24,Approved
2037,2164,36979.97,Personal,2.18,12,Closed
2038,2165,35528.42,Auto,5.64,12,Closed
2039,2166,9734.29,Personal,3.92,60,Closed
2040,2167,44124.57,Auto,3.31,48,Closed
2041,2168,12402.36,Personal,6.19,36,Rejected
2042,2169,10337.8,Personal,3.97,12,Rejected
2043,2170,26511.45,Personal,8.7,36,Closed
2044,2171,49242.79,Auto,4.69,24,Approved
2045,2172,16356.33,Personal,4.72,48,Rejected
2046,2173,48258.11,Personal,9.84,48,Closed
2047,2174,22319.47,Mortgage,4.07,12,Closed
2048,2175,41899.11,Personal,2.18,12,Rejected
2049,2176,26969.23,Personal,8.89,48,Approved
2050,2177,11057.8,Auto,9.25,36,Closed
2051,2178,44119.67,Mortgage,3.04,48,Approved
2052,2179,4526.35,Mortgage,8.94,60,Closed
2053,2180,34454.97,Mortgage,5.45,48,Closed
2054,2181,41707.16,Mortgage,1.39,36,Approved
2055,2182,41769.25,Auto,5.94,24,Rejected
2056,2183,33109.66,Personal,8.64,36,Approved
2057,2184,13298.87,Personal,4.57,48,Approved
2058,2185,27051.67,Auto,5.96,48,Closed
2059,2186,31847.28,Auto,2.27,24,Rejected
2060,2187,44595.02,Auto,8.58,60,Approved
2061,2188,8823.73,Personal,1.96,12,Rejected
2062,2189,23781.05,Personal,1.85,36,Rejected
2063,2190,17323.66,Auto,9.4,36,Rejected
2064,2191,21957.91,Mortgage,8.86,48,Approved
2065,2192,9969.42,Auto,6.17,36,Closed
2066,2193,11654.11,Auto,1.96,24,Rejected
2067,2194,38722.6,Mortgage,5.91,60,Closed
2068,2195,24440.44,Mortgage,9.28,48,Closed
2069,2196,26193.21,Mortgage,6.51,12,Approved
2070,2197,44976.43,Mortgage,2.78,24,Approved
2071,2198,12759,Auto,9.15,12,Approved
2072,2199,17134.31,Auto,8.79,36,Approved
2073,2200,16122.2,Personal,5.92,36,Closed
2074,2201,33302.67,Personal,8.67,60,Closed
2075,2202,28560.09,Auto,1.51,12,Approved
2076,2203,24105.69,Personal,5.15,24,Closed
2077,2204,33731.23,Personal,2.6,12,Approved
2078,2205,24712.01,Personal,8.54,12,Closed
2079,2206,40981.91,Mortgage,9.74,12,Closed
2080,2207,21101.91,Mortgage,9.38,12,Approved
2081,2208,44639.77,Mortgage,5.53,36,Approved
2082,2209,6861.87,Auto,5.6,60,Closed
2083,2210,5603.46,Mortgage,9.17,24,Closed
2084,2212,20095.59,Auto,1.67,36,Closed
2085,2213,23330,Auto,2.16,36,Rejected
2086,2214,35104.91,Personal,9.57,24,Rejected
2087,2215,11512.43,Personal,4.29,24,Rejected
2088,2216,3152.47,Mortgage,2.69,60,Approved
2089,2217,22505.57,Personal,7.62,48,Approved
2090,2218,44841.54,Mortgage,8.92,36,Rejected
2091,2219,23086.16,Auto,2.86,60,Closed
2092,2220,29026.25,Mortgage,3.26,36,Closed
2093,2221,11210.04,Auto,9.1,60,Approved
2094,2222,23739.62,Auto,1.12,60,Approved
2095,2223,24552.07,Mortgage,9.17,48,Approved
2096,2224,12521.92,Auto,1.35,12,Rejected
2097,2225,9026.04,Personal,1.86,36,Rejected
2098,2226,18162.63,Auto,8.76,60,Rejected
2099,2227,2904.41,Mortgage,3.24,60,Approved
2100,2228,9156.14,Auto,3.02,24,Rejected
2101,2230,32807.56,Mortgage,5.88,24,Rejected
2102,2231,16326.26,Mortgage,4.16,12,Approved
2103,2233,41639.86,Personal,8.29,48,Rejected
2104,2234,42118.09,Auto,8.76,24,Closed
2105,2235,33064.47,Mortgage,2.07,24,Rejected
2106,2236,7078.62,Mortgage,6.24,12,Rejected
2107,2237,8982.11,Auto,7.1,12,Approved
2108,2238,15291.99,Mortgage,2.05,24,Closed
2109,2239,33865.02,Mortgage,6.49,24,Closed
2110,2240,13642.19,Mortgage,1.29,60,Rejected
2111,2241,23757.19,Auto,4.07,36,Closed
2112,2242,41450.76,Auto,2.55,24,Approved
2113,2243,44696.91,Personal,6.05,12,Closed
2114,2244,42088.72,Personal,2.72,60,Rejected
2115,2245,6705.5,Auto,8.1,48,Rejected
2116,2246,45626.95,Mortgage,2.09,48,Rejected
2117,2247,34522.8,Mortgage,7.82,48,Approved
2118,2248,31320.54,Mortgage,1.89,60,Approved
2119,2249,13129.71,Auto,4.98,24,Closed
2120,2250,46483.17,Auto,7.29,36,Rejected
2121,2251,1850.69,Auto,2.45,48,Approved
2122,2252,5027.11,Mortgage,7.77,24,Approved
2123,2253,8530.05,Mortgage,9.58,48,Closed
2124,2254,35013.08,Mortgage,4.36,48,Rejected
2125,2255,31520.01,Auto,1,48,Closed
2126,2256,47289.21,Mortgage,5.29,12,Rejected
2127,2257,18100.1,Auto,9.12,60,Rejected
2128,2258,18033.22,Auto,6.99,60,Closed
2129,2259,33807.17,Mortgage,7.33,12,Approved
2130,2260,9533.7,Personal,8.13,48,Rejected
2131,2261,23738.09,Auto,9.17,60,Rejected
2132,2262,1756.23,Auto,2.12,60,Approved
2133,2263,30009.94,Mortgage,6.31,60,Approved
2134,2264,39415.53,Personal,9.01,48,Closed
2135,2265,10983.96,Personal,7.98,48,Approved
2136,2266,16051.36,Mortgage,3.24,60,Approved
2137,2267,7460.13,Personal,8.87,36,Closed
2138,2268,31168.05,Mortgage,3.65,24,Closed
2139,2269,28637.01,Mortgage,4.7,24,Closed
2140,2270,41493.41,Personal,2.67,48,Rejected
2141,2271,48546.84,Auto,8.97,36,Rejected
2142,2272,49198.54,Personal,1.84,36,Rejected
2143,2273,6251.22,Auto,9.95,36,Approved
2144,2274,28103.69,Auto,3.96,12,Approved
2145,2275,39693.08,Auto,7.4,12,Closed
2146,2276,33290.17,Personal,2.16,60,Closed
2147,2277,44952.35,Auto,5.39,36,Rejected
2148,2278,22644.24,Mortgage,1.36,24,Rejected
2149,2279,21927.76,Mortgage,8.91,12,Approved
2150,2280,2279.51,Auto,5.02,48,Rejected
2151,2281,1766.84,Personal,7.68,48,Closed
2152,2283,24101.84,Mortgage,1.62,60,Closed
2153,2284,33351.31,Mortgage,5.6,36,Rejected
2154,2285,12672.89,Auto,2.71,48,Closed
2155,2286,43291.52,Personal,1.62,48,Closed
2156,2287,45240.36,Mortgage,6.6,60,Closed
2157,2288,33452.54,Personal,2.03,12,Approved
2158,2291,31649.49,Auto,2.78,48,Closed
2159,2292,47098.12,Mortgage,5.71,24,Rejected
2160,2293,29327.51,Auto,6,48,Approved
2161,2294,42125.94,Mortgage,1.03,48,Rejected
2162,2295,28704.87,Mortgage,5.51,36,Approved
2163,2296,34055.46,Personal,7.03,48,Rejected
2164,2297,28821.06,Auto,7.11,48,Rejected
2165,2299,37223.25,Auto,9.06,48,Approved
2166,2300,20415.98,Personal,6.61,36,Closed
2167,2301,45295.89,Mortgage,5.34,36,Closed
2168,2302,43311.15,Auto,2.84,24,Rejected
2169,2304,37427.88,Auto,6.48,24,Rejected
2170,2305,21248.8,Mortgage,9.52,60,Closed
2171,2306,41793.8,Mortgage,3.5,36,Approved
2172,2307,46697.87,Auto,1.9,36,Closed
2173,2308,39962.28,Personal,4.81,12,Approved
2174,2309,7518.12,Personal,1,12,Closed
2175,2310,39544.47,Mortgage,5.98,12,Closed
2176,2311,23764,Mortgage,1.45,24,Closed
2177,2312,30826.28,Personal,9.38,48,Closed
2178,2313,49566.84,Personal,8.83,60,Approved
2179,2314,18608.39,Mortgage,2.03,36,Rejected
2180,2315,18077.89,Personal,2.32,24,Closed
2181,2316,13893.52,Personal,9.58,60,Rejected
2182,2317,7229.03,Personal,8.32,36,Approved
2183,2318,9240.51,Mortgage,9.48,60,Rejected
2184,2319,26199.18,Personal,4.01,60,Rejected
2185,2320,45580.19,Auto,2,36,Closed
2186,2321,40685.06,Mortgage,6.54,60,Closed
2187,2322,9942.11,Auto,9.7,12,Closed
2188,2323,28522.82,Auto,2.17,12,Rejected
2189,2324,42499.31,Personal,8.37,60,Rejected
2190,2325,27435.16,Auto,4.24,24,Closed
2191,2326,45660.17,Mortgage,2.04,48,Rejected
2192,2327,45486.36,Mortgage,5.13,36,Approved
2193,2330,29670.67,Personal,5.27,36,Approved
2194,2331,24512.47,Mortgage,6.83,48,Approved
2195,2332,38939,Auto,7.88,36,Approved
2196,2333,39691.22,Personal,1.89,12,Approved
2197,2334,34095.7,Mortgage,8.89,24,Approved
2198,2335,40733.79,Auto,2.51,48,Closed
2199,2336,47619.77,Auto,6.92,12,Approved
2200,2337,43781.29,Mortgage,5.97,24,Rejected
2201,2338,4638.41,Mortgage,8.92,60,Rejected
2202,2339,42651.42,Auto,1.35,24,Approved
2203,2340,39294.86,Auto,2.72,24,Approved
2204,2341,46410.33,Mortgage,2.1,12,Closed
2205,2342,37238.88,Auto,3.95,12,Approved
2206,2344,1500.72,Personal,1.8,48,Closed
2207,2345,48912.46,Personal,5.63,60,Rejected
2208,2346,10354.41,Mortgage,2.05,12,Approved
2209,2347,43347.25,Mortgage,1.67,12,Approved
2210,2348,46550.92,Mortgage,1.3,24,Rejected
2211,2349,1108.95,Auto,9.36,24,Closed
2212,2350,45770.23,Auto,4.57,60,Closed
2213,2351,41631.38,Personal,3.55,24,Closed
2214,2352,46198.22,Mortgage,5.34,24,Closed
2215,2353,9667.23,Mortgage,2.42,48,Closed
2216,2354,39094.61,Mortgage,4.66,60,Closed
2217,2355,24886.81,Auto,2.71,48,Approved
2218,2356,13626.76,Mortgage,3.74,60,Closed
2219,2357,38052.4,Auto,9.32,48,Rejected
2220,2359,45094.35,Mortgage,5.26,60,Rejected
2221,2361,7818.12,Auto,9.26,36,Closed
2222,2362,13287.41,Mortgage,9.31,12,Approved
2223,2363,13962.14,Auto,3.23,60,Closed
2224,2364,17858.45,Mortgage,9.49,36,Approved
2225,2365,33656.07,Personal,3.98,48,Approved
2226,2366,44822.3,Mortgage,9.05,24,Closed
2227,2367,30091.31,Auto,1.84,48,Approved
2228,2368,37838.28,Mortgage,2.79,60,Approved
2229,2369,16519.91,Auto,1.71,36,Rejected
2230,2370,26600.78,Mortgage,3.69,48,Rejected
2231,2371,25702.19,Auto,8.86,24,Closed
2232,2372,35351.93,Mortgage,2.43,60,Rejected
2233,2373,26379.99,Personal,3.02,60,Closed
2234,2374,17378.43,Mortgage,2.95,48,Closed
2235,2375,12951.46,Auto,3.47,24,Approved
2236,2376,13480.59,Personal,1.17,60,Approved
2237,2377,49063.34,Personal,4.81,60,Closed
